age,gender,heightCm,weightKg,bodyFatPercent,diastolic,systolic,gripForce,sitAndBendForwardCm,sitUpsCounts,broadJumpCm,performanceClass,genderEncoded,bmi,sitUpsCounts_zGender,gripPerLeanMass,genderXgrip
22.0,M,165.1,60.1,12.2,64.0,115.0,28.6,16.1,58.0,243.0,A,1,22.048564807188786,1.1188396266037743,0.5419972028396105,28.6
41.0,M,170.1,60.6,14.4,96.0,142.0,38.6,13.7,43.0,222.0,B,1,20.944210636548483,-0.1686383212857971,0.7441164677215385,38.6
33.0,M,163.5,54.8,18.5,77.0,122.0,42.9,18.3,39.0,209.0,C,1,20.49958383600333,-0.5119657740563495,0.9605481169674445,42.9
32.0,M,191.7,90.2,11.0,73.0,137.0,58.8,15.4,52.0,251.0,A,1,24.5449590450215,0.6038484474479457,0.7324547198485263,58.8
59.0,M,168.1,66.3,15.6,97.0,151.0,40.0,12.0,44.0,216.0,B,1,23.46270615243115,-0.08280645809315898,0.7148320502098033,40.0
27.0,M,168.0,70.8,12.5,70.0,120.0,59.4,17.8,70.0,269.0,A,1,25.085034013605444,2.1488219849154317,0.9588377723970944,59.4
22.0,M,184.6,90.6,23.3,64.0,125.0,47.7,22.3,58.0,217.0,B,1,26.5867226024704,1.1188396266037743,0.686427726499564,47.7
27.0,M,186.7,75.8,16.2,69.0,125.0,40.1,8.9,48.0,223.0,C,1,21.746059387398017,0.2605209946773934,0.6312932538208198,40.1
22.0,F,160.3,49.5,27.2,92.0,132.0,19.9,27.4,38.0,144.0,B,0,19.263631159448767,0.49451894664387636,0.5522255522255521,0.0
28.0,F,162.2,55.3,30.2,88.0,135.0,26.5,24.4,38.0,160.0,B,0,21.019550842986618,0.49451894664387636,0.686539169002627,0.0
31.0,M,174.1,76.9,20.2,73.0,122.0,44.4,12.3,59.0,212.0,B,1,25.370486634966213,1.2046714897964126,0.7235253282751741,44.4
28.0,M,168.7,86.2,35.7,81.0,134.0,38.6,1.5,44.0,196.0,D,1,30.288453598756707,-0.08280645809315898,0.6964165220309382,38.6
26.0,M,177.3,78.4,17.0,77.0,146.0,52.3,22.4,57.0,243.0,A,1,24.940123027336472,1.0330077634111363,0.8037251044996311,52.3
41.0,M,179.0,85.5,24.3,89.0,136.0,50.3,6.5,39.0,255.0,C,1,26.68456040697856,-0.5119657740563495,0.7771520390584563,50.3
22.0,M,170.0,66.0,17.9,92.0,125.0,40.6,19.2,61.0,204.0,C,1,22.837370242214536,1.3763352161816886,0.7492710294171927,40.6
23.0,M,175.1,72.7,15.8,77.0,143.0,37.5,-6.44,48.0,212.0,D,1,23.711668717655346,0.2605209946773934,0.612610964265994,37.5
34.0,M,174.3,57.8,18.5,85.0,130.0,30.4,5.0,23.0,162.0,D,1,19.02536792527046,-1.885275585138559,0.645339333856964,30.4
60.0,M,174.0,73.3,22.9,93.0,158.0,43.4,19.6,32.0,211.0,A,1,24.210595851499537,-1.112788816404816,0.7679472275158676,43.4
22.0,M,157.8,62.2,20.0,77.0,124.0,39.4,18.1,49.0,195.0,B,1,24.979077011056653,0.3463528578700315,0.7918006430868166,39.4
40.0,M,185.6,79.4,15.6,73.0,116.0,50.5,17.7,44.0,229.0,A,1,23.04966186087991,-0.08280645809315898,0.7535783781202622,50.5
29.0,M,181.1,84.44,21.0,96.0,156.0,53.8,23.3,58.0,240.0,B,1,25.74609242676435,1.1188396266037743,0.8065048060490858,53.8
21.0,F,158.9,65.2,39.4,81.0,122.0,28.2,20.1,33.0,184.0,D,0,25.82259009291776,0.12406929207033725,0.7137216789163577,0.0
60.0,M,165.0,55.7,20.8,86.0,140.0,37.2,12.1,32.0,180.0,A,1,20.45913682277319,-1.112788816404816,0.8432620640879168,37.2
24.0,M,176.0,78.4,21.3,98.0,143.0,47.4,22.5,49.0,211.0,C,1,25.309917355371905,0.3463528578700315,0.7682234266006274,47.4
54.0,M,161.6,59.3,17.6,69.0,125.0,32.5,16.5,44.0,184.0,B,1,22.707638956965006,-0.08280645809315898,0.6651222187658608,32.5
60.0,M,162.1,66.3,24.2,72.0,125.0,33.7,15.9,38.0,158.0,B,1,25.231757306268243,-0.5977976372489876,0.6705747044098744,33.7
51.0,M,168.9,70.4,26.3,81.0,136.0,38.0,13.1,29.0,176.0,C,1,24.678193205714823,-1.3702844059827304,0.7323917602072283,38.0
29.0,M,170.5,66.8,19.0,75.0,124.0,49.8,8.9,39.0,230.0,C,1,22.97881855161204,-0.5119657740563495,0.9203814593036149,49.8
21.0,M,171.2,71.8,25.8,76.0,116.0,36.5,8.0,37.0,175.0,D,1,24.497226832037732,-0.6836295004416256,0.6851166387614593,36.5
61.0,M,169.7,65.1,21.3,94.0,157.0,36.5,15.6,40.0,221.0,B,1,22.605665861867926,-0.4261339108637114,0.7124217068062623,36.5
58.0,F,163.5,62.0,34.7,73.0,159.0,20.7,20.9,50.0,119.0,C,0,23.192959814456323,1.3835981176203702,0.511287852591019,0.0
49.0,M,173.2,76.1,28.4,97.0,153.0,39.1,-14.0,2.0,149.0,D,1,25.368154931755996,-3.6877447121839593,0.7175944618592122,39.1
37.0,M,181.0,84.7,16.6,98.0,152.0,53.9,20.5,53.0,247.0,B,1,25.853911663258142,0.6896803106405839,0.763025942882058,53.9
50.0,F,168.2,56.5,31.6,71.0,123.0,17.4,7.9,16.0,140.0,D,0,19.970846099357967,-1.1354595334796957,0.4502406458624438,0.0
28.0,M,169.7,78.0,32.7,78.0,137.0,32.1,13.1,40.0,169.0,D,1,27.085129604081388,-0.4261339108637114,0.6114984569665105,32.1
42.0,M,173.1,68.6,18.6,85.0,128.0,40.3,6.8,32.0,205.0,C,1,22.894437619499122,-1.112788816404816,0.7216997012915382,40.3
24.0,M,176.3,78.04,20.9,86.0,143.0,49.2,12.2,52.0,236.0,C,1,25.10802984007626,0.6038484474479457,0.797023925621468,49.2
60.0,M,171.3,65.0,12.6,91.0,154.0,38.6,12.5,47.0,200.0,A,1,22.15127000046688,0.17468913148475532,0.6794578419292379,38.6
32.0,M,174.2,77.9,20.3,93.0,159.0,44.4,13.4,41.0,223.0,C,1,25.67090362898921,-0.34030204767107325,0.715133612407246,44.4
24.0,M,178.5,84.4,23.1,67.0,128.0,47.5,17.0,47.0,250.0,D,1,26.48902698334236,0.17468913148475532,0.7318546274782908,47.5
21.0,F,158.2,58.6,30.7,59.0,108.0,13.6,17.7,17.0,155.0,D,0,23.414487574339002,-1.061369602564988,0.3348945328467512,0.0
31.0,M,174.3,72.7,11.4,69.0,122.0,60.9,16.8,60.0,256.0,A,1,23.929831283168898,1.2905033529890506,0.9454730625564722,60.9
27.0,F,166.4,53.6,23.5,60.0,108.0,23.3,20.2,44.0,154.0,B,0,19.357895710059168,0.9390585321321233,0.5682372451468148,0.0
25.0,F,160.0,48.9,22.1,76.0,125.0,26.9,23.6,44.0,200.0,A,0,19.101562499999996,0.9390585321321233,0.7061646334900546,0.0
55.0,M,163.7,66.9,21.7,77.0,137.0,30.1,10.5,20.0,177.0,D,1,24.964838387189353,-2.1427711747164735,0.5746171923173108,30.1
43.0,M,167.1,61.3,18.4,69.0,148.0,41.8,16.9,52.0,223.0,A,1,21.953692392597915,0.6038484474479457,0.8356523686146562,41.8
27.0,M,174.6,66.3,13.3,93.0,147.0,58.6,17.0,53.0,244.0,A,1,21.74828670736844,0.6896803106405839,1.0194477933130488,58.6
26.0,M,168.1,68.2,13.8,49.0,96.0,48.4,17.5,62.0,227.0,A,1,24.13509139661847,1.4621670793743269,0.8232916697851956,48.4
29.0,M,162.2,73.2,20.0,94.0,154.0,50.8,14.5,36.0,210.0,D,1,27.823347589631474,-0.7694613636342638,0.8674863387978141,50.8
26.0,F,168.9,59.9,30.1,79.0,127.0,24.8,13.8,38.0,171.0,B,0,20.997496775885196,0.49451894664387636,0.5923081148600075,0.0
29.0,M,181.6,74.94,17.7,80.0,137.0,48.2,16.1,49.0,231.0,B,1,22.723854528517926,0.3463528578700315,0.78150815508624,48.2
24.0,M,168.4,64.74,14.8,73.0,149.0,47.4,10.0,44.0,225.0,C,1,22.829085821000778,-0.08280645809315898,0.8593420268288756,47.4
42.0,M,176.8,76.7,26.1,79.0,121.0,47.7,-3.4,26.0,174.0,D,1,24.53752994410434,-1.6277799955606447,0.8415473886449323,47.7
21.0,M,178.0,71.7,20.4,78.0,117.0,39.9,5.3,54.0,179.0,D,1,22.629718469890165,0.775512173833222,0.6991022055886124,39.9
22.0,F,163.0,51.5,23.7,82.0,139.0,28.0,28.0,34.0,164.0,B,0,19.38349203959502,0.19815922298504507,0.7125679166295538,0.0
57.0,F,152.4,55.2,31.0,74.0,102.0,25.8,18.7,25.0,100.0,B,0,23.766714200095066,-0.46865015524732534,0.6773787019533711,0.0
21.0,M,174.2,74.1,19.7,81.0,110.0,40.3,17.5,58.0,234.0,A,1,24.418664427575095,1.1188396266037743,0.6772847436149527,40.3
22.0,M,167.7,71.4,19.9,66.0,122.0,48.9,24.6,55.0,250.0,A,1,25.388210269851083,0.86134403702586,0.855023657403036,48.9
37.0,M,178.5,75.0,15.4,66.0,124.0,60.0,18.2,51.0,240.0,C,1,23.538827295624134,0.5180165842553077,0.9456264775413712,60.0
23.0,M,169.5,77.1,24.7,73.0,125.0,47.1,16.2,43.0,193.0,C,1,26.835826350275404,-0.1686383212857971,0.8112814629936804,47.1
60.0,F,156.5,55.1,35.6,67.0,108.0,23.8,27.3,20.0,124.0,A,0,22.496912288581086,-0.8390998098208644,0.6707172729424763,0.0
32.0,M,173.2,71.0,14.7,71.0,103.0,54.2,18.4,55.0,244.0,A,1,23.6680551925713,0.86134403702586,0.8949358519227912,54.2
28.0,M,175.9,80.8,25.0,81.0,120.0,46.7,16.3,44.0,239.0,D,1,26.114377742534852,-0.08280645809315898,0.7706270627062708,46.7
52.0,F,151.4,59.6,39.6,82.0,140.0,19.0,7.9,6.0,118.0,D,0,26.00126690736743,-1.8763588426267739,0.5278012356104717,0.0
60.0,F,152.9,51.3,28.8,85.0,140.0,16.9,25.8,44.0,156.0,B,0,21.943322920592113,0.9390585321321233,0.462689182381672,0.0
46.0,M,176.7,68.6,19.8,86.0,150.0,43.2,-0.6,26.0,225.0,D,1,21.97106033426118,-1.6277799955606447,0.7852089891888356,43.2
62.0,M,168.1,73.9,17.5,97.0,151.0,46.9,22.0,43.0,194.0,A,1,26.152247129180424,-0.1686383212857971,0.769262311887481,46.9
29.0,M,174.6,69.4,21.9,83.0,141.0,36.0,15.1,44.0,220.0,C,1,22.76517492445505,-0.08280645809315898,0.6641894858804385,36.0
30.0,M,185.4,88.6,17.6,97.0,149.0,51.3,1.9,61.0,227.0,D,1,25.775925169521795,1.3763352161816886,0.7026781213701814,51.3
27.0,M,177.5,77.6,23.1,81.0,120.0,44.7,21.0,46.0,258.0,C,1,24.630033723467566,0.08885726829211721,0.7490649256632661,44.7
21.0,F,160.2,56.86,16.4,80.0,120.0,30.5,29.1,44.0,189.0,A,0,22.15551409676731,0.9390585321321233,0.6416330212542516,0.0
25.0,F,166.2,60.9,26.5,98.0,150.0,32.6,29.2,55.0,205.0,A,0,22.047291984343165,1.7540477721939094,0.7283044580722273,0.0
34.0,M,170.7,53.7,11.6,89.0,139.0,36.9,18.1,48.0,199.0,B,1,18.429232262893517,0.2605209946773934,0.7773199524760483,36.9
59.0,F,152.5,52.3,31.8,59.0,109.0,20.9,20.9,13.0,128.0,C,0,22.488578339156142,-1.3577293262238193,0.5859495466600876,0.0
43.0,M,163.8,72.5,22.7,63.0,110.0,39.3,15.3,44.0,206.0,C,1,27.02154716806731,-0.08280645809315898,0.701253512958915,39.3
24.0,M,178.3,67.1,9.7,63.0,117.0,44.4,17.4,57.0,239.0,A,1,21.106675528744233,1.0330077634111363,0.7327784681959292,44.4
45.0,F,159.2,51.2,15.3,94.0,129.0,27.3,28.9,56.0,198.0,A,0,20.201510062877205,1.8281377031086172,0.6295196280991736,0.0
43.0,F,158.3,54.0,19.1,69.0,107.0,26.6,23.1,42.0,154.0,A,0,21.549238613521982,0.7908786703027076,0.608890720139175,0.0
28.0,M,182.6,71.7,10.2,72.0,133.0,43.3,18.1,62.0,269.0,A,1,21.503918691793963,1.4621670793743269,0.6725001786085925,43.3
53.0,F,158.8,62.9,30.1,99.0,136.0,28.3,26.2,34.0,162.0,A,0,24.943055282376,0.19815922298504507,0.6436631026381089,0.0
41.0,M,169.3,54.4,24.9,96.0,148.0,31.8,-2.6,25.0,159.0,D,1,18.979509456435917,-1.713611858753283,0.7783739327954884,31.8
22.0,M,172.1,63.8,11.2,62.0,107.0,38.3,16.7,60.0,225.0,B,1,21.540656638894525,1.2905033529890506,0.6760286932700725,38.3
24.0,M,179.6,65.6,13.9,67.0,105.0,41.0,10.5,45.0,215.0,C,1,20.337200708329817,0.003025405099479116,0.7259001161440187,41.0
50.0,M,173.2,84.1,32.0,75.0,118.0,38.6,12.0,22.0,197.0,D,1,28.03497805204572,-1.9711074483311972,0.6749667762467653,38.6
21.0,M,168.8,58.9,16.6,70.0,104.0,40.7,10.4,44.0,235.0,C,1,20.671424720918214,-0.08280645809315898,0.8285392059866539,40.7
56.0,F,169.0,62.9,29.5,68.0,114.0,24.4,14.1,17.0,138.0,C,0,22.023038409019293,-1.061369602564988,0.5502373462323399,0.0
25.0,M,168.3,72.4,16.9,98.0,151.0,45.7,23.5,56.0,215.0,A,1,25.560558222820987,0.9471759002184982,0.759585402663369,45.7
42.0,M,171.7,70.5,21.1,86.0,144.0,47.7,16.5,47.0,216.0,A,1,23.91379636096468,0.17468913148475532,0.8575357980745896,47.7
61.0,F,155.5,53.8,30.4,77.0,155.0,21.5,23.4,28.0,136.0,A,0,22.249563176559384,-0.24638036250320186,0.5741785241208393,0.0
46.0,M,165.8,65.0,14.7,95.0,148.0,33.7,11.1,45.0,185.0,B,1,23.645271454991768,0.003025405099479116,0.6078095409865633,33.7
30.0,M,168.4,56.5,15.2,68.0,119.0,34.6,8.3,57.0,232.0,C,1,19.92343757934112,1.0330077634111363,0.722157288361997,34.6
25.0,F,158.9,51.8,28.3,76.0,120.0,22.5,23.1,31.0,158.0,B,0,20.51549335602975,-0.0241105697590784,0.6058060451365891,0.0
49.0,F,158.3,55.3,20.5,76.0,129.0,30.1,20.0,36.0,154.0,A,0,22.068016580143805,0.34633908481446074,0.6846588647400684,0.0
21.0,F,163.5,47.5,19.0,74.0,110.0,24.5,15.3,27.0,153.0,C,0,17.7687998578496,-0.32047029341790967,0.6367771280051981,0.0
56.0,M,167.0,72.2,24.8,88.0,150.0,40.2,19.0,48.0,202.0,B,1,25.888343074330383,0.2605209946773934,0.7404078505333883,40.2
32.0,M,181.2,87.0,24.0,95.0,154.0,48.9,20.2,68.0,239.0,C,1,26.497375846088627,1.9771582585301553,0.7395644283121596,48.9
29.0,F,157.2,47.9,22.7,66.0,113.0,28.6,19.5,40.0,157.0,A,0,19.38342106455853,0.642698808473292,0.7724155811887099,0.0
22.0,F,159.3,52.6,26.9,83.0,140.0,20.5,22.4,31.0,168.0,B,0,20.727846916575142,-0.0241105697590784,0.5331516283230949,0.0
62.0,M,162.0,73.1,34.7,93.0,158.0,28.5,6.1,15.0,113.0,D,1,27.853985672915705,-2.5719304906796636,0.5970549479095745,28.5
21.0,M,181.9,76.6,24.4,77.0,146.0,49.2,21.6,47.0,226.0,D,1,23.150659718244988,0.17468913148475532,0.8496000663102492,49.2
33.0,F,163.5,50.1,20.9,64.0,112.0,30.3,23.5,33.0,154.0,A,0,18.74140785006874,0.12406929207033725,0.7645896576000969,0.0
55.0,M,171.3,82.34,26.3,85.0,151.0,45.1,11.0,30.0,189.0,B,1,28.060547259052967,-1.2844525427900924,0.7431871490253372,45.1
44.0,F,165.7,57.1,21.3,91.0,119.0,21.7,30.3,50.0,187.0,A,0,20.79654027153508,1.3835981176203702,0.4828907576489228,0.0
23.0,M,177.1,66.7,13.0,77.0,127.0,39.7,15.5,57.0,205.0,C,1,21.26614210182816,1.0330077634111363,0.6841406882765514,39.7
49.0,M,168.1,64.1,18.9,90.0,157.0,40.3,16.9,41.0,198.0,B,1,22.68415481705636,-0.34030204767107325,0.775222130956755,40.3
22.0,M,172.8,73.8,20.5,65.0,124.0,39.6,15.2,51.0,211.0,B,1,24.715470679012338,0.5180165842553077,0.6749501457278724,39.6
41.0,F,164.1,67.0,36.5,83.0,119.0,20.6,5.6,2.0,87.0,D,0,24.880416178806268,-2.1727185662856052,0.48419320719238457,0.0
51.0,F,155.7,50.4,24.5,74.0,107.0,18.8,19.2,34.0,135.0,D,0,20.78994360727797,0.19815922298504507,0.4940607589614212,0.0
26.0,M,175.3,70.0,19.3,98.0,148.0,40.3,16.3,49.0,246.0,B,1,22.778976566615977,0.3463528578700315,0.7134006018764383,40.3
43.0,F,157.0,54.0,23.2,70.0,114.0,21.6,14.5,39.0,140.0,C,0,21.907582457706194,0.5686088775585841,0.5208333333333334,0.0
27.0,M,176.9,98.8,27.3,99.0,140.0,45.3,16.9,40.0,202.0,D,1,31.571940725279056,-0.4261339108637114,0.6306767871960083,45.3
26.0,F,168.7,59.1,24.3,72.0,113.0,26.4,29.8,39.0,191.0,A,0,20.766213546247346,0.5686088775585841,0.5900931408377981,0.0
63.0,F,151.0,55.0,32.7,70.0,113.0,24.1,25.5,28.0,135.0,A,0,24.121749046094468,-0.24638036250320186,0.6510873970012158,0.0
22.0,M,172.8,64.7,18.9,75.0,137.0,36.4,14.2,47.0,243.0,D,1,21.667899091220846,0.17468913148475532,0.693707274588016,36.4
37.0,F,159.4,53.8,19.9,65.0,110.0,26.7,21.1,22.0,142.0,C,0,21.174133238036614,-0.6909199479914488,0.6195786864931846,0.0
31.0,M,178.8,97.0,27.4,84.0,139.0,44.0,4.9,51.0,222.0,D,1,30.34147610968475,0.5180165842553077,0.6248047485160888,44.0
29.0,F,160.7,48.4,22.8,62.0,120.0,25.4,0.4,29.0,149.0,D,0,18.741899646420897,-0.17229043158849405,0.6797841819038238,0.0
30.0,M,169.4,73.9,20.3,66.0,119.0,38.1,10.6,46.0,200.0,B,1,25.752395077285065,0.08885726829211721,0.6468777536872882,38.1
52.0,F,154.5,54.4,37.0,70.0,112.0,21.7,20.8,21.0,134.0,B,0,22.789874425278327,-0.7650098789061566,0.6331699346405228,0.0
53.0,M,172.2,59.5,22.2,88.0,135.0,37.7,18.4,39.0,196.0,A,1,20.06553166576962,-0.5119657740563495,0.8144131688665183,37.7
21.0,F,172.4,67.7,22.5,78.0,120.0,33.4,23.7,66.0,234.0,A,0,22.777924322112824,2.569037012255696,0.6365845523419259,0.0
29.0,F,156.7,52.2,26.2,65.0,103.0,22.3,19.0,31.0,172.0,B,0,21.25849474381681,-0.0241105697590784,0.5788659419161242,0.0
41.0,F,159.6,53.5,30.6,74.0,119.0,26.0,14.5,45.0,151.0,C,0,21.003322843449478,1.013148463046831,0.7002612513129899,0.0
23.0,M,174.2,67.0,16.2,76.0,124.0,35.5,-9.3,35.0,190.0,D,1,22.078954340722422,-0.8552932268269019,0.6322801268122396,35.5
60.0,M,165.9,76.8,24.6,84.0,146.0,40.7,7.1,29.0,192.0,B,1,27.904127521862772,-1.3702844059827304,0.7028486958443856,40.7
32.0,M,182.4,91.7,23.7,84.0,154.0,65.8,21.3,47.0,231.0,B,1,27.56256732840874,0.17468913148475532,0.9404420077436394,65.8
55.0,M,171.1,76.4,24.2,78.0,135.0,41.2,-0.2,35.0,183.0,D,1,26.097165485747162,-0.8552932268269019,0.7114340576606942,41.2
34.0,M,166.4,63.2,22.3,97.0,153.0,37.0,21.0,35.0,230.0,C,1,22.824981508875734,-0.8552932268269019,0.753465943339361,37.0
51.0,F,157.2,46.3,17.1,92.0,137.0,24.1,19.5,33.0,162.0,A,0,18.735958147997074,0.12406929207033725,0.6278870428604555,0.0
26.0,M,169.4,69.7,23.7,72.0,122.0,41.0,11.3,29.0,222.0,D,1,24.288794815788485,-1.3702844059827304,0.7709505820676894,41.0
35.0,M,178.7,82.5,22.2,75.0,121.0,50.9,16.9,53.0,233.0,B,1,25.83478451754245,0.6896803106405839,0.793020176053595,50.9
28.0,M,169.6,69.6,28.75584,95.0,144.0,40.6,13.0,43.0,202.0,D,1,24.196778212887146,-0.1686383212857971,0.818780561569304,40.6
23.0,M,177.4,73.62,12.2,76.0,154.0,43.5,22.0,64.0,271.0,A,1,23.393143349572746,1.633830805759603,0.6729749950339086,43.5
23.0,F,161.3,66.4,35.9,78.0,134.0,26.8,21.2,52.0,166.0,A,0,25.52109737643887,1.5317779794497859,0.6296637407664981,0.0
39.0,M,181.5,70.1,13.2,78.0,120.0,39.4,21.5,46.0,226.0,B,1,21.279663653818425,0.08885726829211721,0.6475278897164682,39.4
21.0,F,173.7,62.5,22.7,70.0,113.0,24.3,27.4,52.0,190.0,C,0,20.71478263232852,1.5317779794497859,0.5029754204398448,0.0
22.0,F,153.2,58.6,22.7,66.0,103.0,24.2,27.9,39.0,161.0,B,0,24.96778899576656,0.5686088775585841,0.5342422810820834,0.0
49.0,M,170.3,89.1,26.1,83.0,121.0,57.7,14.6,47.0,211.0,B,1,30.72192383376508,0.17468913148475532,0.8763017333157163,57.7
25.0,M,171.7,73.8,17.9,87.0,159.0,36.8,19.4,44.0,228.0,C,1,25.033165552328985,-0.08280645809315898,0.6073629554809555,36.8
21.0,M,170.0,61.7,18.1,68.0,125.0,37.5,13.6,48.0,226.0,B,1,21.349480968858135,0.2605209946773934,0.7420996075777275,37.5
28.0,F,160.7,63.0,33.1,84.0,124.0,28.9,11.4,32.0,177.0,C,0,24.395447886870176,0.049979361155629426,0.6856953045293851,0.0
60.0,M,170.0,76.0,23.9,83.0,125.0,44.5,18.3,27.0,197.0,B,1,26.29757785467128,-1.5419481323680067,0.7694169721280864,44.5
24.0,F,162.3,59.3,29.7,66.0,109.0,22.7,20.6,32.0,138.0,D,0,22.512185242256542,0.049979361155629426,0.5445225113282272,0.0
33.0,M,184.9,104.3,27.5,94.0,127.0,53.9,6.5,46.0,220.0,D,1,30.5077715842484,0.08885726829211721,0.7127979634343903,53.9
62.0,M,164.2,68.96,21.3,85.0,157.0,37.3,14.2,20.0,163.0,C,1,25.577079139102818,-2.1427711747164735,0.687284970091127,37.3
60.0,M,169.4,68.0,15.9,81.0,137.0,43.3,14.1,40.0,207.0,A,1,23.696385186135107,-0.4261339108637114,0.7571518500384696,43.3
27.0,F,165.5,67.6,22.0,72.0,115.0,38.0,26.0,47.0,162.0,B,0,24.68031507561997,1.1613283248762467,0.7206797147625551,0.0
37.0,M,177.0,74.0,18.5,84.0,132.0,48.6,22.1,53.0,220.0,A,1,23.620287912158062,0.6896803106405839,0.8058365113579838,48.6
29.0,F,168.8,63.82,18.8,71.0,129.0,29.4,20.0,45.0,203.0,B,0,22.398137957368426,1.013148463046831,0.5673283696603594,0.0
32.0,M,170.4,77.5,19.1,79.0,126.0,50.7,13.3,50.0,209.0,B,1,26.690857193237672,0.4321847210626696,0.8086446828023447,50.7
21.0,F,170.3,63.2,21.5,71.0,111.0,38.1,31.8,43.0,230.0,A,0,21.791532955038758,0.8649686012174155,0.7679593646698379,0.0
50.0,F,161.5,52.0,17.9,42.0,82.0,24.5,30.2,25.0,163.0,A,0,19.93693028783943,-0.46865015524732534,0.5738780099316031,0.0
25.0,F,164.5,68.5,38.7,76.0,123.0,33.0,21.3,51.0,167.0,A,0,25.31388290943358,1.457688048535078,0.7858920470106334,0.0
50.0,F,163.7,58.2,25.6,65.0,119.0,26.8,28.1,42.0,158.0,A,0,21.718289897375488,0.7908786703027076,0.6189262092155341,0.0
26.0,F,161.6,53.3,19.02328,76.0,121.0,29.2,20.4,30.0,189.0,B,0,20.410070091167533,-0.09820050067378622,0.6765430873230456,0.0
33.0,M,175.6,72.9,16.9,93.0,140.0,58.1,24.5,53.0,240.0,A,1,23.641689281396424,0.6896803106405839,0.9590639799669527,58.1
26.0,M,167.0,60.0,12.6,72.0,148.0,33.7,14.9,50.0,214.0,C,1,21.513858510523864,0.4321847210626696,0.6426392067124334,33.7
59.0,F,162.6,52.98,24.5,78.0,152.0,24.6,13.7,15.0,152.0,C,0,20.03876127322159,-1.2095494643944036,0.6150015375038439,0.0
30.0,M,173.0,86.5,23.5,89.0,144.0,59.6,20.7,69.0,257.0,A,1,28.90173410404624,2.0629901217227933,0.9006762627979902,59.6
30.0,F,161.9,46.8,19.4,66.0,112.0,25.3,20.0,41.0,188.0,A,0,17.85468347804656,0.7167887393879998,0.6707174821318742,0.0
29.0,F,163.8,46.7,21.8,74.0,122.0,22.4,16.0,42.0,170.0,B,0,17.405603486189566,0.7908786703027076,0.61337261838913,0.0
25.0,M,170.8,83.9,25.3,89.0,149.0,48.8,17.6,46.0,217.0,B,1,28.759824273703025,0.08885726829211721,0.7786409842787917,48.8
26.0,M,181.8,82.56,23.9,95.0,158.0,47.7,13.9,49.0,200.0,B,1,24.979395629331908,0.3463528578700315,0.7592137029001008,47.7
28.0,M,176.7,85.8,25.7,80.0,138.0,41.8,9.2,40.0,240.0,D,1,27.479839310198383,-0.4261339108637114,0.6556924457328226,41.8
45.0,F,165.5,54.1,21.5,79.0,128.0,23.1,21.8,34.0,158.0,A,0,19.751553928861547,0.19815922298504507,0.5439325617810847,0.0
37.0,M,180.2,77.2,24.4,81.0,155.0,37.8,0.5,32.0,203.0,D,1,23.77429936647036,-1.112788816404816,0.6476683937823834,37.8
60.0,M,172.4,66.5,26.5,78.0,118.0,38.4,10.9,21.0,161.0,C,1,22.37417972556134,-2.056939311523835,0.7856375632959951,38.4
46.0,M,172.3,56.3,32.0,98.0,148.0,32.0,16.0,29.0,198.0,D,1,18.964344674101273,-1.3702844059827304,0.8358583220144188,32.0
52.0,F,160.0,60.5,33.5,98.0,153.0,22.4,19.5,22.0,177.0,C,0,23.632812499999996,-0.6909199479914488,0.556763810352327,0.0
29.0,F,157.3,45.3,23.6,68.0,109.0,23.9,25.2,37.0,196.0,C,0,18.3079938035726,0.4204290157291685,0.6905678258960045,0.0
24.0,M,187.6,69.5,7.5,80.0,146.0,48.3,5.0,57.0,240.0,D,1,19.747818931537868,1.0330077634111363,0.7513124635426792,48.3
28.0,M,175.2,67.2,14.5,83.0,137.0,51.1,12.8,50.0,235.0,B,1,21.89278789016076,0.4321847210626696,0.8893762183235867,51.1
35.0,M,168.1,85.6,28.0,88.0,144.0,54.0,11.7,52.0,202.0,B,1,30.2927246854918,0.6038484474479457,0.8761682242990656,54.0
63.0,M,173.0,78.0,23.7,70.0,133.0,42.8,13.2,25.0,190.0,C,1,26.061679307694877,-1.713611858753283,0.7191585173236549,42.8
60.0,M,171.6,73.5,20.7,88.0,153.0,46.7,17.4,40.0,211.0,A,1,24.96047076466657,-0.4261339108637114,0.8012284358888574,46.7
52.0,M,157.8,62.9,22.0,76.0,119.0,36.0,18.4,43.0,216.0,B,1,25.260192025650536,-0.1686383212857971,0.7337654396477926,36.0
57.0,F,156.8,60.9,36.2,82.0,133.0,19.7,16.3,9.0,113.0,C,0,24.7699526239067,-1.6540890498826506,0.5070236937062146,0.0
23.0,M,170.1,62.2,9.8,97.0,141.0,39.6,18.5,55.0,214.0,B,1,21.49719309559927,0.86134403702586,0.7058269939612579,39.6
62.0,M,163.3,59.84,17.9,67.0,113.0,31.1,23.2,36.0,201.0,B,1,22.439812066573946,-0.7694613636342638,0.6330319748317886,31.1
31.0,M,170.6,68.3,25.8,98.0,157.0,38.2,13.0,14.0,202.0,D,1,23.467274319036736,-2.657762353872302,0.7537698357886762,38.2
53.0,M,167.7,100.1,39.9,92.0,136.0,35.1,-4.4,21.0,162.0,D,1,35.5932751822422,-2.056939311523835,0.5834431791170561,35.1
45.0,F,156.6,60.6,29.7,75.0,139.0,23.3,-4.5,20.0,128.0,D,0,24.710931039376018,-0.8390998098208644,0.5469252472900206,0.0
